"","X","Course.taken","Quarter","Grade.earned","numericalgrade","Last.quarter.of.attendance","Drop.date","Concurrent.GPA","Concurrent.credits.registered.for","Concurrent.credits.earned","COMPASS.Reading","COMPASS.Number.Skills","COMPASS.Elem.Alg","COMPASS.College.Alg","COMPASS.Trig","MAPS.score","FID"
"12096",12096,"MATH070","B013","2.7",2.7,"B121","",1.37,15,10,93,53,"25",NA,"",NA,9239
"12097",12097,"MATH072","B014","1.4",1.4,"B121","",0.9,15,10,93,53,"25",NA,"",NA,9239
"12098",12098,"MATH072","B012","3",3,"B234","",3.67,15,15,91,NA,"27",NA,"",NA,8128
"12099",12099,"MATH097","B013","3.6",3.6,"B234","",3,15,15,91,NA,"27",NA,"",NA,8128
"12100",12100,"MATH062","B012","3.8",3.8,"B342","",2.47,15,10,70,48,"19",NA,"",NA,8640
"12101",12101,"MATH070","B013","3.5",3.5,"B342","",2.68,17,17,70,48,"19",NA,"",NA,8640
"12102",12102,"MATH072","B014","3.3",3.3,"B342","",2.53,15,15,70,48,"19",NA,"",NA,8640
"12103",12103,"MATH097","B122","2.5",2.5,"B342","",1.6,15,10,70,48,"19",NA,"",NA,8640
"12104",12104,"MATH147","B123","W",NA,"B342","2/15/2012",1.45,15,5,70,48,"19",NA,"",NA,8640
"12105",12105,"MATH097","B234","3.3",3.3,"B234","",3.17,17,15,99,75,"69",25,"",NA,3019
"12106",12106,"MATH072","B012","2.8",2.8,"B344","",3.1,15,15,81,NA,"36",NA,"",NA,2140
"12107",12107,"MATH097","B013","1",1,"B344","",1.57,15,10,81,NA,"36",NA,"",NA,2140
"12108",12108,"MATH097","B014","1.5",1.5,"B344","",1.75,15,10,81,NA,"36",NA,"",NA,2140
"12109",12109,"MATH&107","B234","2",2,"B343","",2.55,15,10,98,NA,"35",NA,"",265,4765
"12110",12110,"MATH072","B232","3.4",3.4,"B343","",2.77,15,15,98,NA,"35",NA,"",265,4765
"12111",12111,"MATH097","B233","2",2,"B343","",1.33,12,7,98,NA,"35",NA,"",265,4765
"12112",12112,"MATH&141","B122","2.2",2.2,"B233","",2.53,15,15,99,NA,"55",NA,"",NA,6451
"12113",12113,"MATH097","B014","3.7",3.7,"B233","",3.65,12,12,99,NA,"55",NA,"",NA,6451
"12114",12114,"MATH147","B121","1.8",1.8,"B233","",2.77,15,15,99,NA,"55",NA,"",NA,6451
"12115",12115,"MATH&141","B122","3",3,"B232","",3.67,15,15,99,NA,"31",NA,"",NA,1913
"12116",12116,"MATH072","B012","4",4,"B232","",2.5,15,15,99,NA,"31",NA,"",NA,1913
"12117",12117,"MATH097","B121","3.7",3.7,"B232","",3.85,10,10,99,NA,"31",NA,"",NA,1913
"12118",12118,"MATH072","B012","0",0,"B013","10/11/2010",0.2,10,0,95,72,"21",NA,"",290,1799
"12119",12119,"MATH072","B233","3.9",3.9,"B341","",3.64,7,7,87,NA,"46",NA,"",NA,3623
"12120",12120,"MATH097","B234","3.8",3.8,"B341","",2.96,16,16,87,NA,"46",NA,"",NA,3623
"12121",12121,"MATH097","B342","2.7",2.7,"B343","",2.7,5,5,97,NA,"41",NA,"",380,9305
"12122",12122,"MATH&141","B234","3.9",3.9,"B234","",3.9,5,5,99,NA,"75",68,"",NA,10074
"12123",12123,"MATH&141","B012","3.5",3.5,"B122","",3.4,15,15,97,NA,"61",NA,"",NA,10545
"12124",12124,"MATH&142","B013","2.8",2.8,"B122","",3.53,17,17,97,NA,"61",NA,"",NA,10545
"12125",12125,"MATH&107","B013","3.7",3.7,"B233","",3.1,15,15,99,NA,"75",NA,"",NA,1918
"12126",12126,"MATH097","B012","3.9",3.9,"B233","",2.77,15,15,99,NA,"75",NA,"",NA,1918
"12127",12127,"MATH&141","B014","4",4,"B234","",3.84,16,16,98,NA,"54",NA,"",NA,2184
"12128",12128,"MATH&142","B122","4",4,"B234","",3.93,15,15,98,NA,"54",NA,"",NA,2184
"12129",12129,"MATH&151","B123","3.6",3.6,"B234","",3.53,17,17,98,NA,"54",NA,"",NA,2184
"12130",12130,"MATH072","B012","4",4,"B234","",4,10,10,98,NA,"54",NA,"",NA,2184
"12131",12131,"MATH097","B013","4",4,"B234","",3.97,15,15,98,NA,"54",NA,"",NA,2184
"12132",12132,"MATH&141","B123","1.3",1.3,"B344","",2.65,10,10,99,NA,"41",NA,"",NA,9470
"12133",12133,"MATH&141","B232","4",4,"B344","",3.94,17,17,99,NA,"41",NA,"",NA,9470
"12134",12134,"MATH&142","B233","2.7",2.7,"B344","",2.83,19,19,99,NA,"41",NA,"",NA,9470
"12135",12135,"MATH&151","B234","4",4,"B344","",3.91,13,13,99,NA,"41",NA,"",NA,9470
"12136",12136,"MATH147","B122","1.6",1.6,"B344","",2.5,15,15,99,NA,"41",NA,"",NA,9470
"12137",12137,"MATH&141","B122","2.9",2.9,"B124","",2.7,15,15,97,NA,"70",NA,"",NA,1369
"12138",12138,"MATH&142","B123","W",NA,"B124","2/28/2012",3.9,7,2,97,NA,"70",NA,"",NA,1369
"12139",12139,"MATH&141","B013","2.7",2.7,"B124","",2.88,17,17,96,NA,"93",70,"",NA,10518
"12140",12140,"MATH&142","B014","3.3",3.3,"B124","",2.77,15,15,96,NA,"93",70,"",NA,10518
"12141",12141,"MATH&141","B012","2.3",2.3,"B232","",1.8,10,10,90,NA,"92",19,"",NA,8434
"12142",12142,"MATH&142","B013","1.3",1.3,"B232","",2.88,12,12,90,NA,"92",19,"",NA,8434
"12143",12143,"MATH097","B233","3.7",3.7,"B344","",3.3,12,12,99,NA,"71",NA,"",NA,7101
"12144",12144,"MATH147","B342","4",4,"B344","",3.8,15,15,99,NA,"71",NA,"",NA,7101
"12145",12145,"MATH&141","B122","4",4,"B233","",3.97,15,15,94,NA,"86",84,"96",NA,6057
"12146",12146,"MATH&151","B231","4",4,"B233","",3.53,15,15,94,NA,"86",84,"96",NA,6057
"12147",12147,"MATH072","B121","3.9",3.9,"B232","",3.95,12,12,87,NA,"27",NA,"",NA,6611
"12148",12148,"MATH097","B122","3.8",3.8,"B232","",3.9,17,17,87,NA,"27",NA,"",NA,6611
"12149",12149,"MATH147","B123","2.9",2.9,"B232","",3.15,16,16,87,NA,"27",NA,"",NA,6611
"12150",12150,"MATH062","B124","0",0,"B344","6/1/2012",2.07,15,10,95,56,"24",NA,"",NA,4591
"12151",12151,"MATH070","B231","3.7",3.7,"B344","",3.7,10,10,95,56,"24",NA,"",NA,4591
"12152",12152,"MATH072","B232","3.5",3.5,"B344","",3.5,10,5,95,56,"24",NA,"",NA,4591
"12153",12153,"MATH097","B233","2.7",2.7,"B344","",2.77,15,15,95,56,"24",NA,"",NA,4591
"12154",12154,"MATH072","B233","2.5",2.5,"B341","",3.15,10,10,91,NA,"41",NA,"",NA,9058
"12155",12155,"MATH&141","B012","3.3",3.3,"B124","",3.47,15,15,97,NA,"94",78,"57",NA,4998
"12156",12156,"MATH&142","B013","2.1",2.1,"B124","",3.19,16,16,97,NA,"94",78,"57",NA,4998
"12157",12157,"MATH&141","B012","W",NA,"B012","10/8/2010",0,7,0,NA,NA,"",NA,"",NA,7564
"12158",12158,"MATH097","B011","3.4",3.4,"B012","",3.27,15,15,NA,NA,"",NA,"",NA,7564
"12159",12159,"MATH062","B012","4",4,"B013","",3.87,15,15,70,35,"25",NA,"",NA,7085
"12160",12160,"MATH072","B013","2.8",2.8,"B231","",2.8,10,10,76,NA,"31",NA,"",NA,9069
"12161",12161,"MATH097","B014","0",0,"B231","6/6/2011",0,5,0,76,NA,"31",NA,"",NA,9069
"12162",12162,"MATH097","B121","2.6",2.6,"B231","",2.4,15,15,76,NA,"31",NA,"",NA,9069
"12163",12163,"MATH147","B122","2.3",2.3,"B231","",3.1,15,15,76,NA,"31",NA,"",NA,9069
"12164",12164,"MATH097","B013","2",2,"B014","",2.03,15,10,87,NA,"69",NA,"",473,8739
"12165",12165,"MATH097","B232","3.8",3.8,"B234","",3.8,5,5,90,NA,"64",NA,"",NA,10681
"12166",12166,"MATH072","B012","2.5",2.5,"B014","",3.1,15,10,80,NA,"40",NA,"",NA,9210
"12167",12167,"MATH097","B013","0",0,"B014","3/7/2011",0,15,0,80,NA,"40",NA,"",NA,9210
"12168",12168,"MATH062","B013","3.7",3.7,"B122","",3.79,12,12,71,27,"23",NA,"",NA,10448
"12169",12169,"MATH070","B014","3.6",3.6,"B122","",3.63,15,15,71,27,"23",NA,"",NA,10448
"12170",12170,"MATH&141","B013","3.5",3.5,"B341","",3.43,15,15,75,NA,"65",NA,"",NA,2487
"12171",12171,"MATH&142","B014","3",3,"B341","",3.07,15,15,75,NA,"65",NA,"",NA,2487
"12172",12172,"MATH&151","B122","2.6",2.6,"B341","",2.95,14,14,75,NA,"65",NA,"",NA,2487
"12173",12173,"MATH097","B012","4",4,"B341","",3.9,15,15,75,NA,"65",NA,"",NA,2487
"12174",12174,"MATH062","B121","4",4,"B122","",4,5,5,69,49,"24",NA,"",NA,9544
"12175",12175,"MATH097","B123","2.1",2.1,"B234","",1.55,15,10,92,NA,"62",NA,"",NA,7811
"12176",12176,"MATH097","B232","2.6",2.6,"B234","",1.3,10,5,92,NA,"62",NA,"",NA,7811
"12177",12177,"MATH062","B012","3.6",3.6,"B014","",3.05,10,10,56,41,"15",NA,"",NA,11693
"12178",12178,"MATH&141","B012","4",4,"B342","",3.73,15,15,96,NA,"94",51,"",NA,2461
"12179",12179,"MATH&142","B013","3.7",3.7,"B342","",3.43,15,15,96,NA,"94",51,"",NA,2461
"12180",12180,"MATH&151","B014","3.1",3.1,"B342","",3.31,18,18,96,NA,"94",51,"",NA,2461
"12181",12181,"MATH097","B012","4",4,"B232","",3.9,15,15,94,NA,"67",NA,"",NA,2210
"12182",12182,"MATH147","B013","3.2",3.2,"B232","",3.73,15,15,94,NA,"67",NA,"",NA,2210
"12183",12183,"MATH072","B012","2",2,"B232","",2.71,12,12,91,NA,"26",NA,"",NA,1622
"12184",12184,"MATH072","B124","3.3",3.3,"B343","",3.3,5,5,93,NA,"39",NA,"",NA,1832
"12185",12185,"MATH097","B232","2",2,"B343","",2.07,15,15,93,NA,"39",NA,"",NA,1832
"12186",12186,"MATH072","B013","2.9",2.9,"B124","",2.75,10,10,90,57,"48",NA,"",NA,10620
"12187",12187,"MATH097","B122","2.9",2.9,"B124","",2.9,15,15,90,57,"48",NA,"",NA,10620
"12188",12188,"MATH147","B014","1.5",1.5,"B124","",2.67,15,15,93,82,"24",NA,"",NA,12295
"12189",12189,"MATH147","B123","W",NA,"B124","2/27/2012",3.03,20,15,93,82,"24",NA,"",NA,12295
"12190",12190,"MATH062","B012","2.5",2.5,"B014","",2.5,8,8,82,50,"25",NA,"",NA,11138
"12191",12191,"MATH070","B014","0",0,"B014","4/27/2011",0,10,0,82,50,"25",NA,"",NA,11138
"12192",12192,"MATH&141","B013","3.6",3.6,"B343","",3.75,10,10,65,NA,"96",65,"",NA,478
"12193",12193,"MATH&142","B014","3.5",3.5,"B343","",1.17,15,5,65,NA,"96",65,"",NA,478
"12194",12194,"MATH&151","B122","NC",NA,"B343","",0,10,0,65,NA,"96",65,"",NA,478
"12195",12195,"MATH&151","B123","2.2",2.2,"B343","",1.57,7,5,65,NA,"96",65,"",NA,478
"12196",12196,"MATH070","B012","2.3",2.3,"B232","",1.93,15,10,86,74,"24",NA,"",NA,6608
"12197",12197,"MATH070","B124","0",0,"B232","5/2/2012",1,10,5,86,74,"24",NA,"",NA,6608
"12198",12198,"MATH&141","B121","2.5",2.5,"B344","",2.25,12,12,90,NA,"36",NA,"",NA,8335
"12199",12199,"MATH&142","B122","W",NA,"B344","11/9/2011",0,15,0,90,NA,"36",NA,"",NA,8335
"12200",12200,"MATH&142","B124","3.1",3.1,"B344","",3.1,5,5,90,NA,"36",NA,"",NA,8335
"12201",12201,"MATH&151","B232","2",2,"B344","",3.23,15,15,90,NA,"36",NA,"",NA,8335
"12202",12202,"MATH072","B013","4",4,"B344","",3.07,15,15,90,NA,"36",NA,"",NA,8335
"12203",12203,"MATH097","B014","3.9",3.9,"B344","",2.5,17,17,90,NA,"36",NA,"",NA,8335
"12204",12204,"MATH147","B122","3.9",3.9,"B341","",3.95,15,10,87,NA,"44",NA,"",NA,2972
"12205",12205,"MATH062","B012","0",0,"B122","10/6/2010",1.75,15,10,88,28,"19",NA,"",NA,8091
"12206",12206,"MATH097","B013","0",0,"B013","1/6/2011",0,12,0,99,NA,"60",NA,"",NA,7205
"12207",12207,"MATH097","B012","1.6",1.6,"B232","",1.27,15,10,92,NA,"53",NA,"",NA,1211
"12208",12208,"MATH097","B121","3.9",3.9,"B232","",3.5,10,10,92,NA,"53",NA,"",NA,1211
"12209",12209,"MATH147","B122","2.7",2.7,"B232","",2.7,20,20,92,NA,"53",NA,"",NA,1211
"12210",12210,"MATH072","B012","2.5",2.5,"B012","",3,10,10,NA,NA,"",NA,"",NA,6189
"12211",12211,"MATH&107","B124","1.9",1.9,"B233","",3.1,15,15,91,NA,"60",NA,"",NA,741
"12212",12212,"MATH097","B012","2.2",2.2,"B233","",2.5,15,15,91,NA,"60",NA,"",NA,741
"12213",12213,"MATH147","B014","0.1",0.1,"B233","",2.03,15,10,91,NA,"60",NA,"",NA,741
"12214",12214,"MATH&142","B011","3.9",3.9,"B231","",3.9,5,5,NA,NA,"",NA,"",NA,1440
"12215",12215,"MATH&151","B231","2.7",2.7,"B231","",2.7,5,5,NA,NA,"",NA,"",NA,1440
"12216",12216,"MATH&141","B013","3.4",3.4,"B124","",3.63,15,15,94,NA,"64",NA,"",NA,6683
"12217",12217,"MATH&142","B014","3.2",3.2,"B124","",3.23,15,15,94,NA,"64",NA,"",NA,6683
"12218",12218,"MATH&151","B122","0.1",0.1,"B124","",2.06,16,11,94,NA,"64",NA,"",NA,6683
"12219",12219,"MATH&151","B123","2",2,"B124","",2.85,17,17,94,NA,"64",NA,"",NA,6683
"12220",12220,"MATH072","B124","0",0,"B231","5/24/2012",2.26,17,12,94,50,"27",NA,"",NA,424
"12221",12221,"MATH072","B231","2.6",2.6,"B231","",2.6,5,5,94,50,"27",NA,"",NA,424
"12222",12222,"MATH072","B011","0.5",0.5,"B234","",0.5,10,5,97,NA,"45",NA,"",375,57
"12223",12223,"MATH&142","B012","3.6",3.6,"B124","",3.5,10,10,99,NA,"69",NA,"",NA,7182
"12224",12224,"MATH&151","B013","2.2",2.2,"B124","",3.26,17,17,99,NA,"69",NA,"",NA,7182
"12225",12225,"MATH&107","B122","2.7",2.7,"B234","",2.15,10,10,88,NA,"",NA,"",NA,2371
"12226",12226,"MATH097","B012","0",0,"B234","10/28/2010",0,10,0,88,NA,"",NA,"",NA,2371
"12227",12227,"MATH097","B014","0",0,"B234","6/9/2011",0,5,0,88,NA,"",NA,"",NA,2371
"12228",12228,"MATH&141","B233","3.4",3.4,"B344","",3.7,10,10,95,NA,"78",63,"",NA,10811
"12229",12229,"MATH&142","B341","4",4,"B344","",3.54,12,12,95,NA,"78",63,"",NA,10811
"12230",12230,"MATH&141","B123","3.6",3.6,"B232","",3.67,15,15,91,NA,"53",NA,"",NA,10774
"12231",12231,"MATH&142","B124","2.9",2.9,"B232","",3.42,18,18,91,NA,"53",NA,"",NA,10774
"12232",12232,"MATH&151","B231","2.2",2.2,"B232","",3.4,15,15,91,NA,"53",NA,"",NA,10774
"12233",12233,"MATH072","B014","4",4,"B232","",3.95,10,10,91,NA,"53",NA,"",NA,10774
"12234",12234,"MATH097","B122","4",4,"B232","",3.2,15,15,91,NA,"53",NA,"",NA,10774
"12235",12235,"MATH147","B231","4",4,"B232","",3.4,15,15,91,NA,"53",NA,"",NA,10774
"12236",12236,"MATH&141","B123","2.9",2.9,"B234","",2.63,15,15,93,NA,"94",67,"",NA,7264
"12237",12237,"MATH&142","B124","2",2,"B234","",2.4,15,15,93,NA,"94",67,"",NA,7264
"12238",12238,"MATH&151","B232","3.6",3.6,"B234","",3.6,10,10,93,NA,"94",67,"",NA,7264
"12239",12239,"MATH&142","B123","2.5",2.5,"B124","",2.8,15,15,96,NA,"86",48,"",NA,1542
"12240",12240,"MATH&141","B012","2",2,"B341","",2.17,16,15,97,NA,"91",49,"",NA,8616
"12241",12241,"MATH&142","B013","1.7",1.7,"B341","",2.73,15,15,97,NA,"91",49,"",NA,8616
"12242",12242,"MATH&107","B231","3.8",3.8,"B232","",3.85,10,10,87,NA,"77",46,"",NA,11995
"12243",12243,"MATH&141","B012","2.3",2.3,"B232","10/29/2010",3.25,15,15,87,NA,"77",46,"",NA,11995
"12244",12244,"MATH097","B342","3.8",3.8,"B343","",3.55,15,10,99,NA,"51",NA,"",380,2388
"12245",12245,"MATH070","B012","3.8",3.8,"B122","",3.47,15,15,92,53,"23",NA,"",NA,3559
"12246",12246,"MATH072","B014","W",NA,"B122","4/20/2011",2.3,10,5,92,53,"23",NA,"",NA,3559
"12247",12247,"MATH062","B012","2.5",2.5,"B122","",3,15,15,92,22,"15",NA,"",NA,8291
"12248",12248,"MATH070","B013","0",0,"B122","2/26/2011",1.8,15,10,92,22,"15",NA,"",NA,8291
"12249",12249,"MATH070","B014","3",3,"B122","",1.03,15,5,92,22,"15",NA,"",NA,8291
"12250",12250,"MATH072","B012","W",NA,"B342","11/3/2010",0,12,0,98,NA,"45",NA,"",NA,4161
"12251",12251,"MATH070","B013","2.5",2.5,"B014","",1.91,16,16,90,81,"25",NA,"",NA,5209
"12252",12252,"MATH&151","B012","4",4,"B343","",3.93,15,15,95,NA,"97",91,"79",NA,11850
"12253",12253,"MATH&141","B012","4",4,"B234","",3.97,15,15,97,NA,"68",NA,"",NA,3297
"12254",12254,"MATH&142","B013","3.6",3.6,"B234","",3.7,15,15,97,NA,"68",NA,"",NA,3297
"12255",12255,"MATH&151","B014","4",4,"B234","",4,13,13,97,NA,"68",NA,"",NA,3297
"12256",12256,"MATH&151","B012","1.2",1.2,"B231","",2.97,18,18,90,NA,"87",79,"54",NA,12438
"12257",12257,"MATH&151","B013","3.6",3.6,"B231","",3.85,13,13,90,NA,"87",79,"54",NA,12438
"12258",12258,"MATH072","B233","4",4,"B234","",3.93,15,15,96,NA,"57",NA,"",NA,2479
"12259",12259,"MATH097","B234","3.8",3.8,"B234","",3.6,15,15,96,NA,"57",NA,"",NA,2479
"12260",12260,"MATH097","B012","2",2,"B233","",2.87,15,15,74,NA,"67",NA,"",NA,1387
"12261",12261,"MATH147","B013","2",2,"B233","",2.5,15,15,74,NA,"67",NA,"",NA,1387
"12262",12262,"MATH&141","B014","4",4,"B231","",3.96,13,13,89,NA,"35",NA,"",NA,6233
"12263",12263,"MATH&142","B121","3.8",3.8,"B231","",3.9,15,10,89,NA,"35",NA,"",NA,6233
"12264",12264,"MATH&151","B122","4",4,"B231","",3.48,16,16,89,NA,"35",NA,"",NA,6233
"12265",12265,"MATH072","B012","3.7",3.7,"B231","",3.58,12,12,89,NA,"35",NA,"",NA,6233
"12266",12266,"MATH097","B013","3.9",3.9,"B231","",3.27,15,15,89,NA,"35",NA,"",NA,6233
"12267",12267,"MATH&107","B342","2.3",2.3,"B344","",1.18,13,8,55,24,"16",NA,"",NA,7159
"12268",12268,"MATH062","B012","3.2",3.2,"B344","",3.2,12,7,55,24,"16",NA,"",NA,7159
"12269",12269,"MATH070","B013","2.7",2.7,"B344","",2.23,15,13,55,24,"16",NA,"",NA,7159
"12270",12270,"MATH072","B122","2.5",2.5,"B344","",3.31,13,13,55,24,"16",NA,"",NA,7159
"12271",12271,"MATH097","B123","2.3",2.3,"B344","",2.46,13,13,55,24,"16",NA,"",NA,7159
"12272",12272,"MATH070","B011","3.8",3.8,"B013","",1.9,10,5,97,75,"25",NA,"",NA,9684
"12273",12273,"MATH072","B012","3.4",3.4,"B013","",2.95,10,10,97,75,"25",NA,"",NA,9684
"12274",12274,"MATH097","B013","0",0,"B013","2/10/2011",0,10,0,97,75,"25",NA,"",NA,9684
"12275",12275,"MATH097","B013","3.7",3.7,"B231","",3,15,15,99,NA,"",NA,"",NA,915
"12276",12276,"MATH&151","B012","3.8",3.8,"B234","",3.48,13,13,99,NA,"80",70,"",NA,5855
"12277",12277,"MATH097","B012","3.4",3.4,"B344","",3.55,10,10,99,NA,"42",28,"",NA,12337
"12278",12278,"MATH097","B012","3.8",3.8,"B124","",3.6,15,15,88,NA,"33",NA,"",NA,871
"12279",12279,"MATH147","B013","3.7",3.7,"B124","",3.63,15,15,88,NA,"33",NA,"",NA,871
"12280",12280,"MATH072","B122","2.7",2.7,"B124","",2.7,10,10,88,NA,"57",NA,"",NA,6041
"12281",12281,"MATH062","B012","2.6",2.6,"B014","",3.02,13,13,62,22,"17",NA,"",NA,12402
"12282",12282,"MATH070","B013","0",0,"B014","3/4/2011",1.43,15,10,62,22,"17",NA,"",NA,12402
"12283",12283,"MATH147","B013","4",4,"B124","",3.5,15,15,93,NA,"97",72,"",NA,9780
"12284",12284,"MATH&107","B122","2.9",2.9,"B233","",2.13,15,15,92,65,"24",NA,"",NA,3857
"12285",12285,"MATH070","B013","3.4",3.4,"B233","",3.17,15,15,92,65,"24",NA,"",NA,3857
"12286",12286,"MATH072","B014","2.7",2.7,"B233","",3.33,15,15,92,65,"24",NA,"",NA,3857
"12287",12287,"MATH097","B121","2",2,"B233","",2.63,15,15,92,65,"24",NA,"",NA,3857
"12288",12288,"MATH070","B012","0.1",0.1,"B122","",1.3,17,7,NA,NA,"",NA,"",NA,5976
"12289",12289,"MATH072","B013","0.1",0.1,"B122","",0.87,15,10,NA,NA,"",NA,"",NA,5976
"12290",12290,"MATH062","B012","0",0,"B012","9/23/2010",0,6,0,65,42,"20",19,"",NA,1134
"12291",12291,"MATH&107","B122","2.2",2.2,"B231","",3.17,15,15,92,57,"38",NA,"",NA,8194
"12292",12292,"MATH072","B013","4",4,"B231","",3.63,15,15,92,57,"38",NA,"",NA,8194
"12293",12293,"MATH097","B014","3.4",3.4,"B231","",2.87,15,15,92,57,"38",NA,"",NA,8194
"12294",12294,"MATH072","B122","0",0,"B232","10/3/2011",0,13,0,93,NA,"26",NA,"",NA,10584
"12295",12295,"MATH&107","B231","0",0,"B341","7/31/2012",1.5,15,5,NA,NA,"",NA,"",NA,9070
"12296",12296,"MATH&107","B232","0",0,"B341","12/10/2012",0,12,2,NA,NA,"",NA,"",NA,9070
"12297",12297,"MATH&107","B234","1",1,"B341","",0.55,11,6,NA,NA,"",NA,"",NA,9070
"12298",12298,"MATH062","B013","2.2",2.2,"B121","",2.95,15,15,77,33,"18",NA,"",NA,4131
"12299",12299,"MATH072","B012","3.4",3.4,"B014","",3.4,15,15,94,NA,"32",NA,"",NA,6534
"12300",12300,"MATH097","B013","0.8",0.8,"B014","",1.17,11,11,94,NA,"32",NA,"",NA,6534
"12301",12301,"MATH072","B014","2.5",2.5,"B233","",2.7,15,15,91,NA,"27",NA,"",NA,9491
"12302",12302,"MATH097","B123","1.5",1.5,"B233","",1.7,15,15,91,NA,"27",NA,"",NA,9491
"12303",12303,"MATH&107","B341","2.9",2.9,"B341","",3.3,10,10,91,78,"41",NA,"",370,7228
"12304",12304,"MATH072","B233","3.4",3.4,"B341","",3.4,5,5,91,78,"41",NA,"",370,7228
"12305",12305,"MATH097","B234","3",3,"B341","",3,5,5,91,78,"41",NA,"",370,7228
"12306",12306,"MATH072","B123","3.8",3.8,"B234","",3.5,12,12,92,NA,"29",NA,"",NA,7792
"12307",12307,"MATH097","B012","1.5",1.5,"B234","",1.57,15,15,92,NA,"29",NA,"",NA,7792
"12308",12308,"MATH097","B014","0.7",0.7,"B234","",1.85,13,13,92,NA,"29",NA,"",NA,7792
"12309",12309,"MATH097","B124","3.7",3.7,"B234","",3.63,15,15,92,NA,"29",NA,"",NA,7792
"12310",12310,"MATH&151","B121","1.9",1.9,"B231","",2.2,10,10,89,NA,"75",68,"",NA,2657
"12311",12311,"MATH&151","B123","4",4,"B124","",4,18,18,94,NA,"99",71,"",NA,3391
"12312",12312,"MATH&141","B014","2.3",2.3,"B344","",2.79,17,17,89,NA,"",49,"",365,1304
"12313",12313,"MATH&141","B122","3.4",3.4,"B344","",1.99,18,18,89,NA,"",49,"",365,1304
"12314",12314,"MATH&142","B123","3.3",3.3,"B344","",3.03,11,11,89,NA,"",49,"",365,1304
"12315",12315,"MATH&151","B124","2.2",2.2,"B344","",2.52,16,16,89,NA,"",49,"",365,1304
"12316",12316,"MATH072","B012","3.9",3.9,"B344","",3.87,15,15,89,NA,"",49,"",365,1304
"12317",12317,"MATH097","B013","3.8",3.8,"B344","",3.53,17,17,89,NA,"",49,"",365,1304
"12318",12318,"MATH&142","B012","2.8",2.8,"B344","",3.4,15,15,90,NA,"65",NA,"",NA,2230
"12319",12319,"MATH&151","B014","2",2,"B344","",3.2,15,15,90,NA,"65",NA,"",NA,2230
"12320",12320,"MATH062","B012","0",0,"B014","11/9/2010",0,15,0,82,37,"20",NA,"",NA,12162
"12321",12321,"MATH072","B012","3.8",3.8,"B344","",2.63,15,15,89,NA,"78",64,"",NA,5765
"12322",12322,"MATH097","B013","3.5",3.5,"B344","",2.73,15,15,89,NA,"78",64,"",NA,5765
"12323",12323,"MATH147","B233","3.7",3.7,"B344","",3.2,10,10,89,NA,"78",64,"",NA,5765
"12324",12324,"MATH062","B013","0",0,"B013","1/5/2011",0,5,0,80,26,"16",NA,"",NA,6295
"12325",12325,"MATH072","B012","1.4",1.4,"B014","",1.2,15,15,90,65,"42",NA,"",NA,6894
"12326",12326,"MATH&141","B012","4",4,"B121","",3.57,15,15,NA,NA,"",NA,"",NA,9743
"12327",12327,"MATH&141","B012","4",4,"B014","",3.93,15,15,99,NA,"",33,"",NA,5756
"12328",12328,"MATH&142","B014","3.2",3.2,"B014","",3.47,15,15,99,NA,"",33,"",NA,5756
"12329",12329,"MATH062","B012","2.8",2.8,"B124","",2.6,12,10,75,31,"25",NA,"",NA,2146
"12330",12330,"MATH070","B013","3",3,"B124","",1.5,15,10,75,31,"25",NA,"",NA,2146
"12331",12331,"MATH072","B014","2",2,"B124","",2.8,15,15,75,31,"25",NA,"",NA,2146
"12332",12332,"MATH&141","B123","2",2,"B124","",2.35,10,10,87,NA,"35",NA,"",NA,11531
"12333",12333,"MATH&141","B012","3.6",3.6,"B124","",3.43,15,15,99,NA,"70",NA,"",NA,937
"12334",12334,"MATH&142","B013","2.9",2.9,"B124","",2.93,15,15,99,NA,"70",NA,"",NA,937
"12335",12335,"MATH&151","B014","3.4",3.4,"B124","",3.77,15,15,99,NA,"70",NA,"",NA,937
"12336",12336,"MATH072","B013","2.6",2.6,"B013","",1.4,15,5,79,NA,"46",NA,"",NA,2775
"12337",12337,"MATH&141","B123","0",0,"B123","1/25/2012",0,10,0,76,NA,"39",NA,"",NA,2375
"12338",12338,"MATH072","B013","3.9",3.9,"B123","",3.9,10,10,76,NA,"39",NA,"",NA,2375
"12339",12339,"MATH097","B122","4",4,"B123","",3.9,10,10,76,NA,"39",NA,"",NA,2375
"12340",12340,"MATH&151","B012","3",3,"B344","",3.41,17,17,92,NA,"68",NA,"",NA,7875
"12341",12341,"MATH&141","B012","2",2,"B234","",2.77,15,15,92,90,"78",70,"",NA,8827
"12342",12342,"MATH&141","B123","2.7",2.7,"B234","",3.2,10,10,92,90,"78",70,"",NA,8827
"12343",12343,"MATH&142","B013","0.1",0.1,"B234","",1.38,16,11,92,90,"78",70,"",NA,8827
"12344",12344,"MATH&142","B014","3.3",3.3,"B234","",2.79,13,13,92,90,"78",70,"",NA,8827
"12345",12345,"MATH&142","B124","W",NA,"B234","5/24/2012",0,5,0,92,90,"78",70,"",NA,8827
"12346",12346,"MATH&151","B121","0",0,"B234","8/2/2011",1.33,16,11,92,90,"78",70,"",NA,8827
"12347",12347,"MATH&151","B122","W",NA,"B234","11/14/2011",3.41,16,11,92,90,"78",70,"",NA,8827
